dates,years,month,day_of_week,holiday,demand,dewpnt,drybulb,log_demand,std_demand
733441,2008,Feb,Sun,0,329319,0.489692177351031,0.415910676901605,12.7047821648476,0.367172253078135
733442,2008,Feb,Mon,0,368321,0.476983902852302,0.39544080018609,12.8167101195424,0.508805394758899
733443,2008,Feb,Tue,0,368759,0.593787065800621,0.440974645266341,12.817898593118,0.5103092839953
733444,2008,Feb,Wed,0,365848,0.593448178480655,0.433240288439172,12.8099732255759,0.500280558758416
733445,2008,Feb,Thu,0,373981,0.496865292290313,0.348976506164224,12.8319602729672,0.528102871841855
733446,2008,Feb,Fri,0,375159,0.4680033888732,0.325773435682717,12.8351052150899,0.532082467774518
733447,2008,Feb,Sat,0,350625,0.475515391132448,0.339323098394976,12.7674725552591,0.446500397431248
733448,2008,Feb,Sun,0,342553,0.470488562552951,0.36816701558502,12.7441816692383,0.417028212679427
733449,2008,Feb,Mon,0,409548,0.200734255859927,0.18957897185392,12.9228093915232,0.643062946964335
733450,2008,Feb,Tue,0,403269,0.268455238633154,0.219062572691324,12.9073591120504,0.623512231260295
733451,2008,Feb,Wed,0,389370,0.541259531205874,0.383693882298209,12.8722853273499,0.579130018333097
733452,2008,Feb,Thu,0,373910,0.419147133578085,0.363165852523843,12.8317704057266,0.527862614670541
733453,2008,Feb,Fri,0,371386,0.428748940977125,0.387415678064666,12.8249972319829,0.519291870399577
733454,2008,Feb,Sat,0,357563,0.245467382095453,0.254361479413817,12.7870668493668,0.471294931031573
733455,2008,Feb,Sun,0,346674,0.408020333239198,0.329030006978367,12.7561401360719,0.432160404024702
733456,2008,Feb,Mon,1,345660,0.704264332109574,0.561642242381949,12.7532109119545,0.428453776707495
733457,2008,Feb,Tue,0,361501,0.421406382377859,0.406606187485462,12.7980200868289,0.485155109550439
733458,2008,Feb,Wed,0,382824,0.275007060152499,0.284077692486625,12.8553306325204,0.557675622052104
733459,2008,Feb,Thu,0,388770,0.225077661677492,0.24802279599907,12.8707431880976,0.577178602104558
733460,2008,Feb,Fri,0,389390,0.385823213781418,0.272854152128402,12.8723366910563,0.579195013741331
733461,2008,Feb,Sat,0,352245,0.410787913018921,0.309199813910212,12.772082235196,0.45233346615291
733462,2008,Feb,Sun,0,342223,0.357639085004236,0.315364038148407,12.7432178503382,0.4158086004816
733463,2008,Feb,Mon,0,367544,0.395312058740469,0.366073505466388,12.8145983183594,0.506133130828321
733464,2008,Feb,Tue,0,374948,0.494267156170573,0.380728076296813,12.8345426286708,0.531370573393598
733465,2008,Feb,Wed,0,371946,0.492177351030782,0.370086066527099,12.826503961428,0.521198479213746
733466,2008,Feb,Thu,0,389413,0.265970064953403,0.225750174459177,12.8723957560574,0.579269754333929
733468,2008,Mar,Sat,0,355377,0.484439423891556,0.361944638287974,12.7809344767954,0.463535053746015
733469,2008,Mar,Sun,0,339742,0.347528946625247,0.35002326122354,12.7359417850106,0.406601499411698
733470,2008,Mar,Mon,0,368747,0.438350748376165,0.398639218422889,12.8178660510099,0.510268105354768
733471,2008,Mar,Tue,0,356974,0.631121152216888,0.517329611537567,12.785418228978,0.469208774041093
733472,2008,Mar,Wed,0,359215,0.580231573001977,0.463421725982787,12.7916763740038,0.477127803237288
733473,2008,Mar,Thu,0,356598,0.460434905393956,0.41166550360549,12.7843643758705,0.467875232953107
733474,2008,Mar,Fri,0,355007,0.53069754306693,0.425215166317748,12.779892786573,0.46221690351936
733475,2008,Mar,Sat,0,335205,0.604970347359503,0.449232379623168,12.7224975639466,0.389589241196658
733476,2008,Mar,Sun,0,316277,0.377903564456123,0.380523276393904,12.6643736908737,0.316039547803076
733477,2008,Mar,Mon,0,370639,0.308952273369105,0.319027680856013,12.8229838220511,0.516744110325514
733478,2008,Mar,Tue,0,366557,0.347754871505224,0.347115608280996,12.8119093134548,0.502730475846649
733479,2008,Mar,Wed,0,364097,0.51330132730867,0.415736217725052,12.8051755946349,0.49420965766274
733480,2008,Mar,Thu,0,363883,0.341428974865857,0.364968597348221,12.8045876663782,0.493465695832029
733481,2008,Mar,Fri,0,351757,0.521491104207851,0.451907420330309,12.7706958752761,0.450579172406637
733482,2008,Mar,Sat,0,330159,0.558881671844112,0.42725052337753,12.7073296355874,0.370395811350082
733483,2008,Mar,Sun,0,323218,0.526461451567354,0.429402186555013,12.6860822971476,0.343509522721052
733484,2008,Mar,Mon,0,360491,0.338548432646145,0.389625494301,12.7952222700696,0.481614764526299
733485,2008,Mar,Tue,0,362123,0.317932787348207,0.386310769946499,12.7997392121016,0.487330483110936
733486,2008,Mar,Wed,0,367592,0.551426150804857,0.421900441963247,12.8147289064412,0.506298376412844
733487,2008,Mar,Thu,0,357344,0.567862185823214,0.463130960688532,12.7864541822455,0.470519664750388
733488,2008,Mar,Fri,0,354791,0.319005930528099,0.36816701558502,12.7792841626922,0.461446753536965
733489,2008,Mar,Sat,0,331906,0.269358938153064,0.387066759711561,12.7126070752789,0.377073860328848
733490,2008,Mar,Sun,0,313091,0.252753459474725,0.375261688764829,12.6542491620914,0.303228013603425
733491,2008,Mar,Mon,0,355407,0.345834510025417,0.372935566410793,12.7810188906258,0.463641870635819
733492,2008,Mar,Tue,0,357638,0.355210392544479,0.372586648057688,12.787276580618,0.471560324034503
733493,2008,Mar,Wed,0,348409,0.500310646709969,0.513898581065364,12.7611323560034,0.438477537173388
733494,2008,Mar,Thu,0,349519,0.455351595594465,0.469818562456385,12.7643132025546,0.442502566411885
733495,2008,Mar,Fri,0,354502,0.551765038124823,0.419225401256106,12.7784692666873,0.460415587715807
733496,2008,Mar,Sat,0,331935,0.363117763343688,0.358513607815771,12.7126944455981,0.377184418346504
733497,2008,Mar,Sun,0,323689,0.317424456368258,0.377762270295418,12.6875384572548,0.345352141317375
733498,2008,Mar,Mon,0,362181,0.538435470206156,0.427308676436381,12.7998993658496,0.487533140959322
733499,2008,Apr,Tue,0,345468,0.744591923185541,0.612177250523378,12.7526552985082,0.427750705895856
733500,2008,Apr,Wed,0,342540,0.394916690200508,0.474238194929053,12.7441437181864,0.41698018958523
733501,2008,Apr,Thu,0,348438,0.332674385766733,0.455978134449872,12.7612155880472,0.438582858635624
733502,2008,Apr,Fri,0,350221,0.58130471618187,0.464875552454059,12.7663196627699,0.445041532345105
733503,2008,Apr,Sat,0,312385,0.617791584298221,0.506629448709002,12.65199168043,0.300371406236079
733504,2008,Apr,Sun,0,314504,0.57910194860209,0.468946266573622,12.6587520736427,0.308925978079431
733505,2008,Apr,Mon,0,343861,0.531205874046879,0.4772621539893,12.7479927849299,0.421850781716696
733506,2008,Apr,Tue,0,339318,0.499576390850042,0.493021632937893,12.7346929997631,0.405021292050834
733507,2008,Apr,Wed,0,338141,0.572493645862751,0.516108397301698,12.7312182472415,0.400624355489881
733508,2008,Apr,Thu,0,330041,0.592205591640779,0.631018841591068,12.7069721681495,0.369943473626061
733509,2008,Apr,Fri,0,327664,0.559164077944084,0.524424284717376,12.6997439720761,0.360796946099976
733510,2008,Apr,Sat,0,300993,0.697147698390285,0.595661781809723,12.6148422876466,0.25336272796814
733511,2008,Apr,Sun,0,294917,0.549336345665066,0.515992091183996,12.5944492398017,0.227557454901251
733512,2008,Apr,Mon,0,332557,0.442586839875741,0.49220749011398,12.7145665529573,0.379553374766462
733513,2008,Apr,Tue,0,332104,0.412369387178763,0.511746917887881,12.7132034518572,0.377828512628495
733514,2008,Apr,Wed,0,329089,0.456876588534312,0.555303558967202,12.7040835098818,0.366288178156687
733515,2008,Apr,Thu,0,325409,0.472239480372776,0.606071179344034,12.6928381316513,0.352058325994116
733516,2008,Apr,Fri,0,321465,0.493871787630613,0.66625959525471,12.6806439520369,0.33662786473246
733517,2008,Apr,Sat,0,289128,0.597571307540243,0.664398697371482,12.5746247756148,0.202471665094842
733518,2008,Apr,Sun,0,280420,0.625868398757413,0.620493137939056,12.5440437582751,0.163774580229653
733519,2008,Apr,Mon,0,314884,0.627223948037278,0.627064433589207,12.6599595960174,0.310453971582397
733520,2008,Apr,Tue,0,322050,0.630556340016944,0.655152361014189,12.682462091975,0.338928531015138
733521,2008,Apr,Wed,0,329737,0.69279864445072,0.742730867643638,12.7060506459965,0.36877738354601
733522,2008,Apr,Thu,0,327582,0.592092629200791,0.730983949755757,12.6994936843966,0.360480233170919
733523,2008,Apr,Fri,0,317065,0.54250211804575,0.64480111653873,12.6668620791587,0.319188343396573
733524,2008,Apr,Sat,0,286052,0.567071448743293,0.600837404047453,12.5639288914569,0.188937140315315
733525,2008,Apr,Sun,0,285887,0.638859079356114,0.574726680623401,12.5633519068324,0.188207026508688
733526,2008,Apr,Mon,0,332063,0.681332956791867,0.545010467550593,12.7130799889328,0.377672283186883
733527,2008,Apr,Tue,0,333038,0.704829144309517,0.566934170737381,12.7160118765662,0.381382280905521
733528,2008,Apr,Wed,0,328607,0.484269980231573,0.50976971388695,12.7026177868538,0.364433458682477
733529,2008,May,Thu,0,328675,0.499124541090088,0.526459641777158,12.7028246995648,0.364695285117054
733530,2008,May,Fri,0,327768,0.638915560576108,0.539776692254013,12.7000613200264,0.361198516800754
733531,2008,May,Sat,0,305084,0.655746964134425,0.526517794836008,12.6283424275073,0.270445745582523
733532,2008,May,Sun,0,295461,0.697825473030217,0.557862293556641,12.5962921274228,0.229889436793015
733533,2008,May,Mon,0,323174,0.642643321095736,0.614503372877413,12.6859461568486,0.343337251385387
733534,2008,May,Tue,0,326054,0.632363739056764,0.660444289369621,12.6948182908031,0.354564010677289
733535,2008,May,Wed,0,326857,0.594747246540525,0.692486624796464,12.6972780453635,0.357676573281456
733536,2008,May,Thu,0,332138,0.728777181587122,0.725459409164922,12.7133058241854,0.377958054122488
733537,2008,May,Fri,0,321057,0.653092346794691,0.595836240986276,12.6793739564419,0.33502081789123
733538,2008,May,Sat,0,291137,0.646540525275346,0.611479413817167,12.5815492257446,0.211233833839656
733539,2008,May,Sun,0,277758,0.613837898898616,0.603337985578041,12.5345055099674,0.151704922764349
733540,2008,May,Mon,0,324958,0.591471335780853,0.574086996976041,12.6914512221916,0.350303336862566
733541,2008,May,Tue,0,326077,0.576164925162383,0.652709932542452,12.6948888287779,0.354653269120369
733542,2008,May,Wed,0,325623,0.594125953120587,0.654163759013724,12.6934955494364,0.352890219568357
733543,2008,May,Thu,0,326537,0.66619598983338,0.652128401953943,12.6962985444021,0.356437117072148
733544,2008,May,Fri,0,321915,0.687771815871223,0.619678995115143,12.6820428145237,0.33839797917193
733545,2008,May,Sat,0,292488,0.668229313753177,0.668004187020237,12.5861789191714,0.217092227543436
733546,2008,May,Sun,0,284823,0.692346794690765,0.66817864619679,12.5596232136861,0.183488754597923
733547,2008,May,Mon,0,320711,0.611183281558882,0.592463363572924,12.6782956850618,0.333656378028456
733548,2008,May,Tue,0,326213,0.621406382377859,0.605547801814375,12.695305821226,0.355180929530461
733549,2008,May,Wed,0,325419,0.65009884213499,0.635671086299139,12.6928688617367,0.352097211709012
733550,2008,May,Thu,0,323217,0.644168314035583,0.597115608280996,12.6860792032557,0.343505607723866
733551,2008,May,Fri,0,320026,0.656594182434341,0.655326820190742,12.6761575214753,0.33095075522839
733552,2008,May,Sat,0,285329,0.632137814176786,0.676901605024424,12.5613981794246,0.185734788438118
733553,2008,May,Sun,0,276110,0.612369387178763,0.700046522447081,12.5285546160237,0.144174687736363
733554,2008,May,Mon,1,288981,0.705393956509461,0.74023028611305,12.5741162209887,0.201828142307292
733555,2008,May,Tue,0,348317,0.815645297938435,0.765643172830891,12.7608682636614,0.438143355885143
733556,2008,May,Wed,0,326776,0.558938153064106,0.647825075598977,12.6970301998587,0.357362950669573
733557,2008,May,Thu,0,329762,0.592939847500706,0.70586182833217,12.7061264611229,0.368873319673527
733558,2008,May,Fri,0,330108,0.64010166619599,0.722900674575483,12.7071751526279,0.370200329292485
733559,2008,May,Sat,0,308082,0.812990680598701,0.7272621539893,12.638121260288,0.282819837582
733560,2008,Jun,Sun,0,302146,0.786049138661395,0.764073040241917,12.6186656232444,0.258200760020822
733561,2008,Jun,Mon,0,345759,0.734707709686529,0.752965806001396,12.753497279557,0.428816145012428
733562,2008,Jun,Tue,0,360281,0.748037277605196,0.780181437543615,12.7946395615128,0.480877407680948
733563,2008,Jun,Wed,0,345517,0.801016661959898,0.685159339381252,12.7527971250315,0.427930172554703
733564,2008,Jun,Thu,0,337160,0.800903699519909,0.677773900907188,12.7283128741114,0.39694790910708
733565,2008,Jun,Fri,0,331794,0.799152781700085,0.66102581995813,12.7122695733923,0.376646786925689
733566,2008,Jun,Sat,0,347460,0.87890426433211,0.80716445685043,12.7584048294479,0.435026137064007
733567,2008,Jun,Sun,0,403149,0.92680033888732,0.90387299371947,12.9070614996438,0.623135633829596
733568,2008,Jun,Mon,0,482685,0.941711380965829,0.923412421493371,13.0871195459638,0.850980293858772
733569,2008,Jun,Tue,0,499394,0.927365151087263,0.902942544777855,13.1211506423383,0.894043093563415
733570,2008,Jun,Wed,0,439128,0.819203614798079,0.854908118167016,12.9925462213125,0.731307624720195
733571,2008,Jun,Thu,0,393499,0.703134707709686,0.803617120260526,12.8828338055403,0.592478016249522
733572,2008,Jun,Fri,0,368038,0.684044055351596,0.772040009304489,12.8159414726896,0.507832752411423
733573,2008,Jun,Sat,0,356990,0.8269980231573,0.798848569434752,12.785463049165,0.469265489308656
733574,2008,Jun,Sun,0,321969,0.82829709121717,0.7175505931612,12.6822105466,0.338610226603769
733575,2008,Jun,Mon,0,351388,0.835639649816436,0.716038613631077,12.7696463050342,0.449251050837885
733576,2008,Jun,Tue,0,360324,0.817565659418243,0.744126541056059,12.7947589056751,0.48102842525917
733577,2008,Jun,Wed,0,349624,0.752894662524711,0.710979297511049,12.7646135702928,0.442882650426954
733578,2008,Jun,Thu,0,354560,0.788929680881107,0.731507327285415,12.778632863101,0.46062260189825
733579,2008,Jun,Fri,0,356269,0.806156452979384,0.743196092114445,12.7834413424762,0.46670723055485
733580,2008,Jun,Sat,0,337602,0.819994351878001,0.783670621074669,12.729622965857,0.398605693440973
733581,2008,Jun,Sun,0,338322,0.874555210392545,0.78634566178181,12.7317533836919,0.401301514801003
733582,2008,Jun,Mon,0,384145,0.903756001129624,0.774947662247034,12.858775364462,0.562034570703232
733583,2008,Jun,Tue,0,379736,0.859022874894098,0.772563386834147,12.847231553419,0.547427082971939
733584,2008,Jun,Wed,0,375852,0.803614798079638,0.79809257966969,12.8369507278632,0.534417771522418
733585,2008,Jun,Thu,0,380085,0.864162665913584,0.787276110723424,12.8481501908995,0.548589522800189
733586,2008,Jun,Fri,0,398789,0.917367975148263,0.828913700860665,12.8961877339412,0.609376018525637
733587,2008,Jun,Sat,0,368216,0.900367127929963,0.792277273784601,12.8164250014812,0.508444607618061
733588,2008,Jun,Sun,0,368522,0.913527252188647,0.814200976971389,12.817255690322,0.509495757624353
733589,2008,Jun,Mon,0,429472,0.912171702908783,0.853396138636892,12.9703118261975,0.703172318914843
733590,2008,Jul,Tue,0,423322,0.89059587687094,0.830774598743894,12.9558883977548,0.684920975988686
733591,2008,Jul,Wed,0,405220,0.876757977972324,0.815364038148407,12.9121854084801,0.629619405539362
733592,2008,Jul,Thu,0,401627,0.860660830273934,0.829437078390323,12.9032790761754,0.61834937180555
733593,2008,Jul,Fri,1,331456,0.855351595594465,0.771109560362875,12.7112503497836,0.375357065853061
733594,2008,Jul,Sat,0,325158,0.876532053092347,0.772330774598744,12.6920664970235,0.351081902929262
733595,2008,Jul,Sun,0,348666,0.901270827449873,0.815480344266108,12.7618697228912,0.439410597990682
733596,2008,Jul,Mon,0,439760,0.935329003106467,0.865084903465922,12.9939844025345,0.733127492914318
733597,2008,Jul,Tue,0,475215,0.950070601524993,0.892009769713887,13.071522612189,0.831244002445829
733598,2008,Jul,Wed,0,477320,0.959446484044055,0.886775994417306,13.0759424044836,0.836836788179947
733599,2008,Jul,Thu,0,433303,0.836712792996329,0.858339148639218,12.9791925313135,0.714409924116783
733600,2008,Jul,Fri,0,397368,0.824569330697543,0.796696906257269,12.8926180824556,0.604858997232871
733601,2008,Jul,Sat,0,375829,0.86839875741316,0.831356129332403,12.8368895316909,0.534340334155052
733602,2008,Jul,Sun,0,376621,0.899463428410054,0.838450802512212,12.8389946557323,0.537004148860025
733603,2008,Jul,Mon,0,427747,0.89980231573002,0.845371016515469,12.9662871782874,0.698079547147297
733604,2008,Jul,Tue,0,424675,0.832815588816718,0.845312863456618,12.9590794494875,0.688958918819042
733605,2008,Jul,Wed,0,434372,0.836712792996329,0.846185159339381,12.9816565888025,0.717527931627937
733606,2008,Jul,Thu,0,454848,0.859926574414007,0.872470341939986,13.0277185761866,0.775814567911519
733607,2008,Jul,Fri,0,466182,0.902343970629766,0.871772505233775,13.0523313947998,0.806959520352717
733608,2008,Jul,Sat,0,437334,0.925331827167467,0.887764596417772,12.9884524842071,0.726127427788791
733609,2008,Jul,Sun,0,421736,0.946229878565377,0.861886485229123,12.9521348048365,0.680171196015913
733610,2008,Jul,Mon,0,458559,0.940864162665914,0.84676668992789,13.0358442428799,0.786096750813545
733611,2008,Jul,Tue,0,425529,0.907370799209263,0.810711793440335,12.9610883797847,0.691501010383125
733612,2008,Jul,Wed,0,400883,0.911945778028805,0.784601070016283,12.9014248931418,0.61600309674836
733613,2008,Jul,Thu,0,407431,0.940355831685964,0.808909048615957,12.9176268721726,0.636505009767547
733614,2008,Jul,Fri,0,409617,0.879186670432081,0.829262619213771,12.9229778557524,0.643276120859182
733615,2008,Jul,Sat,0,381098,0.865122846653488,0.832519190509421,12.8508118388818,0.551957560452651
733616,2008,Jul,Sun,0,354997,0.887432928551257,0.797452896022331,12.7798646177176,0.462181258773623
733617,2008,Jul,Mon,0,408705,0.879864445072013,0.816120027913468,12.9207489033899,0.640455614341256
733618,2008,Jul,Tue,0,431913,0.87060152499294,0.852872761107234,12.9759794580559,0.710344115345666
733619,2008,Jul,Wed,0,430443,0.865744140073426,0.830018608978832,12.9725701899025,0.706030042416258
733620,2008,Jul,Thu,0,448754,0.929850324767015,0.839148639218423,13.0142301323939,0.758746350450158
733621,2008,Aug,Fri,0,436066,0.903021745269698,0.841358455454757,12.9855488870217,0.722453228678618
733622,2008,Aug,Sat,0,377012,0.906467099689353,0.804896487555245,12.8400322961623,0.538317174497215
733623,2008,Aug,Sun,0,354707,0.884213499011579,0.794487090020935,12.7790473755543,0.461147124133875
733624,2008,Aug,Mon,0,402773,0.86969782547303,0.819143986973715,12.9061284067954,0.621954902242409
733625,2008,Aug,Tue,0,398899,0.870262637672974,0.790765294254478,12.8964635309964,0.609725010906543
733626,2008,Aug,Wed,0,383865,0.876983902852301,0.749127704117237,12.8580462072573,0.561111898382738
733627,2008,Aug,Thu,0,378512,0.876532053092347,0.758374040474529,12.8440030554522,0.543341755841689
733628,2008,Aug,Fri,0,370025,0.865066365433493,0.749883693882298,12.8213258499054,0.514646119663119
733629,2008,Aug,Sat,0,336261,0.84269980231573,0.768260060479181,12.7256429231177,0.393569364860488
733630,2008,Aug,Sun,0,333600,0.858571025134143,0.768608978832287,12.7176979494667,0.383515830139575
733631,2008,Aug,Mon,0,364056,0.864840440553516,0.739183531053733,12.8050629809396,0.494067156787892
733632,2008,Aug,Tue,0,365350,0.846427562835357,0.74936031635264,12.8086110772194,0.498556902217945
733633,2008,Aug,Wed,0,375020,0.823665631177633,0.776517794836008,12.8347346368637,0.53161353971661
733634,2008,Aug,Thu,0,384071,0.862129341993787,0.77727378460107,12.8585827103121,0.561790786989059
733635,2008,Aug,Fri,0,379105,0.863315447613668,0.774598743893929,12.8455684905496,0.545322650530144
733636,2008,Aug,Sat,0,343234,0.84529793843547,0.777157478483368,12.7461677092881,0.419541339025161
733637,2008,Aug,Sun,0,337076,0.834171138096583,0.803035589672017,12.7280637031967,0.39663260932727
733638,2008,Aug,Mon,0,413774,0.880824625811918,0.845022098162363,12.9330752100334,0.656053268564428
733639,2008,Aug,Tue,0,392504,0.82349618751765,0.781577110956036,12.8803020072355,0.589274289807876
733640,2008,Aug,Wed,0,348361,0.711832815588817,0.71365433821819,12.7609945773962,0.438303192729679
733641,2008,Aug,Thu,0,361075,0.780739903981926,0.752151663177483,12.7968409719694,0.483663062792255
733642,2008,Aug,Fri,0,377529,0.840158147415984,0.791056059548732,12.8414026659127,0.540051234353293
733643,2008,Aug,Sat,0,346177,0.844620163795538,0.785647825075599,12.7547054839309,0.430345001514293
733644,2008,Aug,Sun,0,339693,0.86709968935329,0.784949988369388,12.7357975475189,0.406418981923975
733645,2008,Aug,Mon,0,395685,0.867156170573284,0.803093742730868,12.8883737191493,0.599488198569251
733646,2008,Aug,Tue,0,357585,0.721717029087828,0.72534310304722,12.787128375093,0.471372785414908
733647,2008,Aug,Wed,0,357470,0.738491951426151,0.742730867643638,12.7868067215111,0.470965766386845
733648,2008,Aug,Thu,0,366061,0.801637955379836,0.765410560595487,12.8105552651628,0.501017069092261
733649,2008,Aug,Fri,0,361445,0.825981361197402,0.762909979064899,12.7978651651608,0.484959072352949
733650,2008,Aug,Sat,0,343794,0.899519909630048,0.797045824610374,12.7477979197716,0.421604200202293
733651,2008,Aug,Sun,0,325115,0.795933352160407,0.807455222144685,12.6919342448769,0.350914551644518
733652,2008,Sep,Mon,1,327545,0.750748376164925,0.795766457315655,12.6993807291985,0.360337300159926
733653,2008,Sep,Tue,0,373634,0.809319401299068,0.790707141195627,12.83103198762,0.526928223645554
733654,2008,Sep,Wed,0,380050,0.832646145156735,0.780879274249826,12.8480581019942,0.548472993904342
733655,2008,Sep,Thu,0,413178,0.887037560011296,0.8344382414515,12.9316337718286,0.654229278998548
733656,2008,Sep,Fri,0,429371,0.909912454109009,0.847290067457548,12.9700766260493,0.702874697681502
733657,2008,Sep,Sat,0,397203,0.957921491104208,0.825715282623866,12.8922027639947,0.604333455078847
733658,2008,Sep,Sun,0,356321,0.860321942953968,0.799546406140963,12.7835872889534,0.46689191058531
733659,2008,Sep,Mon,0,373679,0.792431516520757,0.761979530123284,12.8311524190859,0.527080617092975
733660,2008,Sep,Tue,0,369535,0.861451567353855,0.743545010467551,12.8200007374826,0.512969328230346
733661,2008,Sep,Wed,0,346401,0.72290313470771,0.694580134915097,12.7553523425023,0.431163533505982
733662,2008,Sep,Thu,0,339486,0.714092064388591,0.664340544312631,12.7351879880172,0.405647648010965
733663,2008,Sep,Fri,0,338893,0.803840722959616,0.686903931146778,12.7334397023213,0.403435374979281
733664,2008,Sep,Sat,0,328125,0.886246822931375,0.765817632007443,12.701149912328,0.362576016712312
733665,2008,Sep,Sun,0,343863,0.931770686246823,0.790183763665969,12.7479986012167,0.421858141620394
733666,2008,Sep,Mon,0,398753,0.861959898333804,0.83118167015585,12.8960974565639,0.609261781929381
733667,2008,Sep,Tue,0,348696,0.766280711663372,0.688357757618051,12.7619557614193,0.439519470765801
733668,2008,Sep,Wed,0,345477,0.762778876023722,0.688474063735752,12.7526813497858,0.427783671067973
733669,2008,Sep,Thu,0,339195,0.7049985879695,0.667131891137474,12.7343304422252,0.404562513336714
733670,2008,Sep,Fri,0,324717,0.637164642756283,0.593044894161433,12.6907093127414,0.349364527906646
733671,2008,Sep,Sat,0,297615,0.688167184411183,0.617701791114213,12.6035559838967,0.23908108883314
733672,2008,Sep,Sun,0,300035,0.763739056763626,0.691498022795999,12.6116544135,0.24932880604126
733673,2008,Sep,Mon,0,335401,0.741090087545891,0.651372412188881,12.7230821098814,0.390328923052099
733674,2008,Sep,Tue,0,331464,0.689353290031065,0.620202372644801,12.7112744854259,0.375387606988708
733675,2008,Sep,Wed,0,332383,0.71330132730867,0.644626657362177,12.7140431974546,0.378891123014782
733676,2008,Sep,Thu,0,331181,0.729737362327026,0.652070248895092,12.7104203326979,0.374306765882797
733677,2008,Sep,Fri,0,338538,0.815193448178481,0.673470574552221,12.7323916250042,0.402109142551034
733678,2008,Sep,Sat,0,318800,0.886811635131319,0.734589439404513,12.6723192258982,0.32609379288357
733679,2008,Sep,Sun,0,319508,0.90629765602937,0.760293091416609,12.6745375916099,0.328900903100134
733680,2008,Sep,Mon,0,351228,0.846822931375318,0.739009071877181,12.7691908642166,0.448674738029984
733681,2008,Sep,Tue,0,341796,0.813611974018639,0.699813910211677,12.741969346845,0.414228749651421
733682,2008,Oct,Wed,0,344092,0.833493363456651,0.703535705978135,12.7486643424598,0.422700567661928
