,date,year,month,day_of_week,holiday,demand,drybulb,dewpnt
27,2008-01-28,2008,Jan,Mon,False,386917.0,27.713541666666668,12.572916666666666
28,2008-01-29,2008,Jan,Tue,False,379215.0,31.25,18.369791666666668
29,2008-01-30,2008,Jan,Wed,False,371935.0,37.895833333333336,27.3125
30,2008-01-31,2008,Jan,Thu,False,381345.0,27.369791666666668,8.28125
31,2008-02-01,2008,Feb,Fri,False,385098.0,30.135416666666668,22.911458333333332
32,2008-02-02,2008,Feb,Sat,False,337447.0,38.322916666666664,29.713541666666668
33,2008-02-03,2008,Feb,Sun,False,329319.0,35.729166666666664,25.40625
34,2008-02-04,2008,Feb,Mon,False,368321.0,33.895833333333336,24.234375
35,2008-02-05,2008,Feb,Tue,False,368759.0,37.973958333333336,35.005208333333336
36,2008-02-06,2008,Feb,Wed,False,365848.0,37.28125,34.973958333333336
37,2008-02-07,2008,Feb,Thu,False,373981.0,29.734375,26.067708333333332
38,2008-02-08,2008,Feb,Fri,False,375159.0,27.65625,23.40625
39,2008-02-09,2008,Feb,Sat,False,350625.0,28.869791666666668,24.098958333333332
40,2008-02-10,2008,Feb,Sun,False,342553.0,31.453125,23.635416666666668
41,2008-02-11,2008,Feb,Mon,False,409548.0,15.458333333333334,-1.2395833333333333
42,2008-02-12,2008,Feb,Tue,False,403269.0,18.098958333333332,5.005208333333333
43,2008-02-13,2008,Feb,Wed,False,389370.0,32.84375,30.161458333333332
44,2008-02-14,2008,Feb,Thu,False,373910.0,31.005208333333332,18.901041666666668
45,2008-02-15,2008,Feb,Fri,False,371386.0,33.177083333333336,19.786458333333332
46,2008-02-16,2008,Feb,Sat,False,357563.0,21.260416666666668,2.8854166666666665
47,2008-02-17,2008,Feb,Sun,False,346674.0,27.947916666666668,17.875
48,2008-02-18,2008,Feb,Mon,True,345660.0,48.78125,45.192708333333336
49,2008-02-19,2008,Feb,Tue,False,361501.0,34.895833333333336,19.109375
50,2008-02-20,2008,Feb,Wed,False,382824.0,23.921875,5.609375
51,2008-02-21,2008,Feb,Thu,False,388770.0,20.692708333333332,1.0052083333333333
52,2008-02-22,2008,Feb,Fri,False,389390.0,22.916666666666668,15.828125
53,2008-02-23,2008,Feb,Sat,False,352245.0,26.171875,18.130208333333332
54,2008-02-24,2008,Feb,Sun,False,342223.0,26.723958333333332,13.229166666666666
55,2008-02-25,2008,Feb,Mon,False,367544.0,31.265625,16.703125
56,2008-02-26,2008,Feb,Tue,False,374948.0,32.578125,25.828125
57,2008-02-27,2008,Feb,Wed,False,371946.0,31.625,25.635416666666668
58,2008-02-28,2008,Feb,Thu,False,389413.0,18.697916666666668,4.776041666666667
59,2008-03-01,2008,Mar,Sat,False,355377.0,30.895833333333332,24.921875
60,2008-03-02,2008,Mar,Sun,False,339742.0,29.828125,12.296875
61,2008-03-03,2008,Mar,Mon,False,368747.0,34.182291666666664,20.671875
62,2008-03-04,2008,Mar,Tue,False,356974.0,44.8125,38.447916666666664
63,2008-03-05,2008,Mar,Wed,False,359215.0,39.984375,33.755208333333336
64,2008-03-06,2008,Mar,Thu,False,356598.0,35.348958333333336,22.708333333333332
65,2008-03-07,2008,Mar,Fri,False,355007.0,36.5625,29.1875
66,2008-03-08,2008,Mar,Sat,False,335205.0,38.713541666666664,36.036458333333336
67,2008-03-09,2008,Mar,Sun,False,316277.0,32.55978260869565,15.097826086956522
68,2008-03-10,2008,Mar,Mon,False,370639.0,27.052083333333332,8.739583333333334
69,2008-03-11,2008,Mar,Tue,False,366557.0,29.567708333333332,12.317708333333334
70,2008-03-12,2008,Mar,Wed,False,364097.0,35.713541666666664,27.583333333333332
71,2008-03-13,2008,Mar,Thu,False,363883.0,31.166666666666668,11.734375
72,2008-03-14,2008,Mar,Fri,False,351757.0,38.953125,28.338541666666668
73,2008-03-15,2008,Mar,Sat,False,330159.0,36.744791666666664,31.786458333333332
74,2008-03-16,2008,Mar,Sun,False,323218.0,36.9375,28.796875
75,2008-03-17,2008,Mar,Mon,False,360491.0,33.375,11.46875
76,2008-03-18,2008,Mar,Tue,False,362123.0,33.078125,9.567708333333334
77,2008-03-19,2008,Mar,Wed,False,367592.0,36.265625,31.098958333333332
78,2008-03-20,2008,Mar,Thu,False,357344.0,39.958333333333336,32.614583333333336
79,2008-03-21,2008,Mar,Fri,False,354791.0,31.453125,9.666666666666666
80,2008-03-22,2008,Mar,Sat,False,331906.0,33.145833333333336,5.088541666666667
81,2008-03-23,2008,Mar,Sun,False,313091.0,32.088541666666664,3.5572916666666665
82,2008-03-24,2008,Mar,Mon,False,355407.0,31.880208333333332,12.140625
83,2008-03-25,2008,Mar,Tue,False,357638.0,31.848958333333332,13.005208333333334
84,2008-03-26,2008,Mar,Wed,False,348409.0,44.505208333333336,26.385416666666668
85,2008-03-27,2008,Mar,Thu,False,349519.0,40.557291666666664,22.239583333333332
86,2008-03-28,2008,Mar,Fri,False,354502.0,36.026041666666664,31.130208333333332
87,2008-03-29,2008,Mar,Sat,False,331935.0,30.588541666666668,13.734375
88,2008-03-30,2008,Mar,Sun,False,323689.0,32.3125,9.520833333333334
89,2008-03-31,2008,Mar,Mon,False,362181.0,36.75,29.901041666666668
90,2008-04-01,2008,Apr,Tue,False,345468.0,53.307291666666664,48.911458333333336
91,2008-04-02,2008,Apr,Wed,False,342540.0,40.953125,16.666666666666668
92,2008-04-03,2008,Apr,Thu,False,348438.0,39.317708333333336,10.927083333333334
93,2008-04-04,2008,Apr,Fri,False,350221.0,40.114583333333336,33.854166666666664
94,2008-04-05,2008,Apr,Sat,False,312385.0,43.854166666666664,37.21875
95,2008-04-06,2008,Apr,Sun,False,314504.0,40.479166666666664,33.651041666666664
96,2008-04-07,2008,Apr,Mon,False,343861.0,41.223958333333336,29.234375
97,2008-04-08,2008,Apr,Tue,False,339318.0,42.635416666666664,26.317708333333332
98,2008-04-09,2008,Apr,Wed,False,338141.0,44.703125,33.041666666666664
99,2008-04-10,2008,Apr,Thu,False,330041.0,54.994791666666664,34.859375
100,2008-04-11,2008,Apr,Fri,False,327664.0,45.447916666666664,31.8125
101,2008-04-12,2008,Apr,Sat,False,300993.0,51.828125,44.536458333333336
102,2008-04-13,2008,Apr,Sun,False,294917.0,44.692708333333336,30.90625
103,2008-04-14,2008,Apr,Mon,False,332557.0,42.5625,21.0625
104,2008-04-15,2008,Apr,Tue,False,332104.0,44.3125,18.276041666666668
105,2008-04-16,2008,Apr,Wed,False,329089.0,48.213541666666664,22.380208333333332
106,2008-04-17,2008,Apr,Thu,False,325409.0,52.760416666666664,23.796875
107,2008-04-18,2008,Apr,Fri,False,321465.0,58.151041666666664,25.791666666666668
108,2008-04-19,2008,Apr,Sat,False,289128.0,57.984375,35.354166666666664
109,2008-04-20,2008,Apr,Sun,False,280420.0,54.052083333333336,37.963541666666664
110,2008-04-21,2008,Apr,Mon,False,314884.0,54.640625,38.088541666666664
111,2008-04-22,2008,Apr,Tue,False,322050.0,57.15625,38.395833333333336
112,2008-04-23,2008,Apr,Wed,False,329737.0,65.0,44.135416666666664
113,2008-04-24,2008,Apr,Thu,False,327582.0,63.947916666666664,34.848958333333336
114,2008-04-25,2008,Apr,Fri,False,317065.0,56.229166666666664,30.276041666666668
115,2008-04-26,2008,Apr,Sat,False,286052.0,52.291666666666664,32.541666666666664
116,2008-04-27,2008,Apr,Sun,False,285887.0,49.953125,39.161458333333336
117,2008-04-28,2008,Apr,Mon,False,332063.0,47.291666666666664,43.078125
118,2008-04-29,2008,Apr,Tue,False,333038.0,49.255208333333336,45.244791666666664
119,2008-04-30,2008,Apr,Wed,False,328607.0,44.135416666666664,24.90625
120,2008-05-01,2008,May,Thu,False,328675.0,45.630208333333336,26.276041666666668
121,2008-05-02,2008,May,Fri,False,327768.0,46.822916666666664,39.166666666666664
122,2008-05-03,2008,May,Sat,False,305084.0,45.635416666666664,40.71875
123,2008-05-04,2008,May,Sun,False,295461.0,48.442708333333336,44.598958333333336
124,2008-05-05,2008,May,Mon,False,323174.0,53.515625,39.510416666666664
125,2008-05-06,2008,May,Tue,False,326054.0,57.630208333333336,38.5625
126,2008-05-07,2008,May,Wed,False,326857.0,60.5,35.09375
127,2008-05-08,2008,May,Thu,False,332138.0,63.453125,47.453125
128,2008-05-09,2008,May,Fri,False,321057.0,51.84375,40.473958333333336
129,2008-05-10,2008,May,Sat,False,291137.0,53.244791666666664,39.869791666666664
130,2008-05-11,2008,May,Sun,False,277758.0,52.515625,36.854166666666664
131,2008-05-12,2008,May,Mon,False,324958.0,49.895833333333336,34.791666666666664
132,2008-05-13,2008,May,Tue,False,326077.0,56.9375,33.380208333333336
133,2008-05-14,2008,May,Wed,False,325623.0,57.067708333333336,35.036458333333336
134,2008-05-15,2008,May,Thu,False,326537.0,56.885416666666664,41.682291666666664
135,2008-05-16,2008,May,Fri,False,321915.0,53.979166666666664,43.671875
136,2008-05-17,2008,May,Sat,False,292488.0,58.307291666666664,41.869791666666664
137,2008-05-18,2008,May,Sun,False,284823.0,58.322916666666664,44.09375
138,2008-05-19,2008,May,Mon,False,320711.0,51.541666666666664,36.609375
139,2008-05-20,2008,May,Tue,False,326213.0,52.713541666666664,37.552083333333336
140,2008-05-21,2008,May,Wed,False,325419.0,55.411458333333336,40.197916666666664
141,2008-05-22,2008,May,Thu,False,323217.0,51.958333333333336,39.651041666666664
142,2008-05-23,2008,May,Fri,False,320026.0,57.171875,40.796875
143,2008-05-24,2008,May,Sat,False,285329.0,59.104166666666664,38.541666666666664
144,2008-05-25,2008,May,Sun,False,276110.0,61.177083333333336,36.71875
145,2008-05-26,2008,May,Mon,True,288981.0,64.77604166666667,45.296875
146,2008-05-27,2008,May,Tue,False,348317.0,67.05208333333333,55.463541666666664
147,2008-05-28,2008,May,Wed,False,326776.0,56.5,31.791666666666668
148,2008-05-29,2008,May,Thu,False,329762.0,61.697916666666664,34.927083333333336
149,2008-05-30,2008,May,Fri,False,330108.0,63.223958333333336,39.276041666666664
150,2008-05-31,2008,May,Sat,False,308082.0,63.614583333333336,55.21875
151,2008-06-01,2008,Jun,Sun,False,302146.0,66.91145833333333,52.734375
152,2008-06-02,2008,Jun,Mon,False,345759.0,65.91666666666667,48.0
153,2008-06-03,2008,Jun,Tue,False,360281.0,68.35416666666667,49.229166666666664
154,2008-06-04,2008,Jun,Wed,False,345517.0,59.84375,54.114583333333336
155,2008-06-05,2008,Jun,Thu,False,337160.0,59.182291666666664,54.104166666666664
156,2008-06-06,2008,Jun,Fri,False,331794.0,57.682291666666664,53.942708333333336
157,2008-06-07,2008,Jun,Sat,False,347460.0,70.77083333333333,61.296875
158,2008-06-08,2008,Jun,Sun,False,403149.0,79.43229166666667,65.71354166666667
159,2008-06-09,2008,Jun,Mon,False,482685.0,81.18229166666667,67.08854166666667
160,2008-06-10,2008,Jun,Tue,False,499394.0,79.34895833333333,65.765625
161,2008-06-11,2008,Jun,Wed,False,439128.0,75.046875,55.791666666666664
162,2008-06-12,2008,Jun,Thu,False,393499.0,70.453125,45.088541666666664
163,2008-06-13,2008,Jun,Fri,False,368038.0,67.625,43.328125
164,2008-06-14,2008,Jun,Sat,False,356990.0,70.02604166666667,56.510416666666664
165,2008-06-15,2008,Jun,Sun,False,321969.0,62.744791666666664,56.630208333333336
166,2008-06-16,2008,Jun,Mon,False,351388.0,62.609375,57.307291666666664
167,2008-06-17,2008,Jun,Tue,False,360324.0,65.125,55.640625
168,2008-06-18,2008,Jun,Wed,False,349624.0,62.15625,49.677083333333336
169,2008-06-19,2008,Jun,Thu,False,354560.0,63.994791666666664,53.0
170,2008-06-20,2008,Jun,Fri,False,356269.0,65.04166666666667,54.588541666666664
171,2008-06-21,2008,Jun,Sat,False,337602.0,68.66666666666667,55.864583333333336
172,2008-06-22,2008,Jun,Sun,False,338322.0,68.90625,60.895833333333336
173,2008-06-23,2008,Jun,Mon,False,384145.0,67.88541666666667,63.588541666666664
174,2008-06-24,2008,Jun,Tue,False,379736.0,67.671875,59.463541666666664
175,2008-06-25,2008,Jun,Wed,False,375852.0,69.95833333333333,54.354166666666664
176,2008-06-26,2008,Jun,Thu,False,380085.0,68.98958333333333,59.9375
177,2008-06-27,2008,Jun,Fri,False,398789.0,72.71875,64.84375
178,2008-06-28,2008,Jun,Sat,False,368216.0,69.4375,63.276041666666664
179,2008-06-29,2008,Jun,Sun,False,368522.0,71.40104166666667,64.48958333333333
180,2008-06-30,2008,Jun,Mon,False,429472.0,74.91145833333333,64.36458333333333
181,2008-07-01,2008,Jul,Tue,False,423322.0,72.88541666666667,62.375
182,2008-07-02,2008,Jul,Wed,False,405220.0,71.50520833333333,61.098958333333336
183,2008-07-03,2008,Jul,Thu,False,401627.0,72.765625,59.614583333333336
184,2008-07-04,2008,Jul,Fri,True,331456.0,67.54166666666667,59.125
185,2008-07-05,2008,Jul,Sat,False,325158.0,67.65104166666667,61.078125
186,2008-07-06,2008,Jul,Sun,False,348666.0,71.515625,63.359375
187,2008-07-07,2008,Jul,Mon,False,439760.0,75.95833333333333,66.5
188,2008-07-08,2008,Jul,Tue,False,475215.0,78.36979166666667,67.859375
189,2008-07-09,2008,Jul,Wed,False,477320.0,77.90104166666667,68.72395833333333
190,2008-07-10,2008,Jul,Thu,False,433303.0,75.35416666666667,57.40625
191,2008-07-11,2008,Jul,Fri,False,397368.0,69.83333333333333,56.286458333333336
192,2008-07-12,2008,Jul,Sat,False,375829.0,72.9375,60.328125
193,2008-07-13,2008,Jul,Sun,False,376621.0,73.57291666666667,63.192708333333336
194,2008-07-14,2008,Jul,Mon,False,427747.0,74.19270833333333,63.223958333333336
195,2008-07-15,2008,Jul,Tue,False,424675.0,74.1875,57.046875
196,2008-07-16,2008,Jul,Wed,False,434372.0,74.265625,57.40625
197,2008-07-17,2008,Jul,Thu,False,454848.0,76.61979166666667,59.546875
198,2008-07-18,2008,Jul,Fri,False,466182.0,76.55729166666667,63.458333333333336
199,2008-07-19,2008,Jul,Sat,False,437334.0,77.98958333333333,65.578125
200,2008-07-20,2008,Jul,Sun,False,421736.0,75.671875,67.50520833333333
201,2008-07-21,2008,Jul,Mon,False,458559.0,74.31770833333333,67.01041666666667
202,2008-07-22,2008,Jul,Tue,False,425529.0,71.08854166666667,63.921875
203,2008-07-23,2008,Jul,Wed,False,400883.0,68.75,64.34375
204,2008-07-24,2008,Jul,Thu,False,407431.0,70.92708333333333,66.96354166666667
205,2008-07-25,2008,Jul,Fri,False,409617.0,72.75,61.322916666666664
206,2008-07-26,2008,Jul,Sat,False,381098.0,73.04166666666667,60.026041666666664
207,2008-07-27,2008,Jul,Sun,False,354997.0,69.90104166666667,62.083333333333336
208,2008-07-28,2008,Jul,Mon,False,408705.0,71.57291666666667,61.385416666666664
209,2008-07-29,2008,Jul,Tue,False,431913.0,74.86458333333333,60.53125
210,2008-07-30,2008,Jul,Wed,False,430443.0,72.81770833333333,60.083333333333336
211,2008-07-31,2008,Jul,Thu,False,448754.0,73.63541666666667,65.99479166666667
212,2008-08-01,2008,Aug,Fri,False,436066.0,73.83333333333333,63.520833333333336
213,2008-08-02,2008,Aug,Sat,False,377012.0,70.56770833333333,63.838541666666664
214,2008-08-03,2008,Aug,Sun,False,354707.0,69.63541666666667,61.786458333333336
215,2008-08-04,2008,Aug,Mon,False,402773.0,71.84375,60.447916666666664
216,2008-08-05,2008,Aug,Tue,False,398899.0,69.30208333333333,60.5
217,2008-08-06,2008,Aug,Wed,False,383865.0,65.57291666666667,61.119791666666664
218,2008-08-07,2008,Aug,Thu,False,378512.0,66.40104166666667,61.078125
219,2008-08-08,2008,Aug,Fri,False,370025.0,65.640625,60.020833333333336
220,2008-08-09,2008,Aug,Sat,False,336261.0,67.28645833333333,57.958333333333336
221,2008-08-10,2008,Aug,Sun,False,333600.0,67.31770833333333,59.421875
222,2008-08-11,2008,Aug,Mon,False,364056.0,64.68229166666667,60.0
223,2008-08-12,2008,Aug,Tue,False,365350.0,65.59375,58.302083333333336
224,2008-08-13,2008,Aug,Wed,False,375020.0,68.02604166666667,56.203125
225,2008-08-14,2008,Aug,Thu,False,384071.0,68.09375,59.75
226,2008-08-15,2008,Aug,Fri,False,379105.0,67.85416666666667,59.859375
227,2008-08-16,2008,Aug,Sat,False,343234.0,68.08333333333333,58.197916666666664
228,2008-08-17,2008,Aug,Sun,False,337076.0,70.40104166666667,57.171875
229,2008-08-18,2008,Aug,Mon,False,413774.0,74.16145833333333,61.473958333333336
230,2008-08-19,2008,Aug,Tue,False,392504.0,68.47916666666667,56.1875
231,2008-08-20,2008,Aug,Wed,False,348361.0,62.395833333333336,45.890625
232,2008-08-21,2008,Aug,Thu,False,361075.0,65.84375,52.244791666666664
233,2008-08-22,2008,Aug,Fri,False,377529.0,69.328125,57.723958333333336
234,2008-08-23,2008,Aug,Sat,False,346177.0,68.84375,58.135416666666664
235,2008-08-24,2008,Aug,Sun,False,339693.0,68.78125,60.208333333333336
236,2008-08-25,2008,Aug,Mon,False,395685.0,70.40625,60.213541666666664
237,2008-08-26,2008,Aug,Tue,False,357585.0,63.442708333333336,46.802083333333336
238,2008-08-27,2008,Aug,Wed,False,357470.0,65.0,48.348958333333336
239,2008-08-28,2008,Aug,Thu,False,366061.0,67.03125,54.171875
240,2008-08-29,2008,Aug,Fri,False,361445.0,66.80729166666667,56.416666666666664
241,2008-08-30,2008,Aug,Sat,False,343794.0,69.86458333333333,63.197916666666664
242,2008-08-31,2008,Aug,Sun,False,325115.0,70.796875,53.645833333333336
243,2008-09-01,2008,Sep,Mon,True,327545.0,69.75,49.479166666666664
244,2008-09-02,2008,Sep,Tue,False,373634.0,69.296875,54.880208333333336
245,2008-09-03,2008,Sep,Wed,False,380050.0,68.41666666666667,57.03125
246,2008-09-04,2008,Sep,Thu,False,413178.0,73.21354166666667,62.046875
247,2008-09-05,2008,Sep,Fri,False,429371.0,74.36458333333333,64.15625
248,2008-09-06,2008,Sep,Sat,False,397203.0,72.43229166666667,68.58333333333333
249,2008-09-07,2008,Sep,Sun,False,356321.0,70.08854166666667,59.583333333333336
250,2008-09-08,2008,Sep,Mon,False,373679.0,66.72395833333333,53.322916666666664
251,2008-09-09,2008,Sep,Tue,False,369535.0,65.07291666666667,59.6875
252,2008-09-10,2008,Sep,Wed,False,346401.0,60.6875,46.911458333333336
253,2008-09-11,2008,Sep,Thu,False,339486.0,57.979166666666664,46.098958333333336
254,2008-09-12,2008,Sep,Fri,False,338893.0,60.0,54.375
255,2008-09-13,2008,Sep,Sat,False,328125.0,67.06770833333333,61.973958333333336
256,2008-09-14,2008,Sep,Sun,False,343863.0,69.25,66.171875
257,2008-09-15,2008,Sep,Mon,False,398753.0,72.921875,59.734375
258,2008-09-16,2008,Sep,Tue,False,348696.0,60.130208333333336,50.911458333333336
259,2008-09-17,2008,Sep,Wed,False,345477.0,60.140625,50.588541666666664
260,2008-09-18,2008,Sep,Thu,False,339195.0,58.229166666666664,45.260416666666664
261,2008-09-19,2008,Sep,Fri,False,324717.0,51.59375,39.005208333333336
262,2008-09-20,2008,Sep,Sat,False,297615.0,53.802083333333336,43.708333333333336
263,2008-09-21,2008,Sep,Sun,False,300035.0,60.411458333333336,50.677083333333336
264,2008-09-22,2008,Sep,Mon,False,335401.0,56.817708333333336,48.588541666666664
265,2008-09-23,2008,Sep,Tue,False,331464.0,54.026041666666664,43.817708333333336
266,2008-09-24,2008,Sep,Wed,False,332383.0,56.213541666666664,46.026041666666664
267,2008-09-25,2008,Sep,Thu,False,331181.0,56.880208333333336,47.541666666666664
268,2008-09-26,2008,Sep,Fri,False,338538.0,58.796875,55.421875
269,2008-09-27,2008,Sep,Sat,False,318800.0,64.27083333333333,62.026041666666664
270,2008-09-28,2008,Sep,Sun,False,319508.0,66.57291666666667,63.822916666666664
271,2008-09-29,2008,Sep,Mon,False,351228.0,64.66666666666667,58.338541666666664
272,2008-09-30,2008,Sep,Tue,False,341796.0,61.15625,55.276041666666664
273,2008-10-01,2008,Oct,Wed,False,344092.0,61.489583333333336,57.109375
274,2008-10-02,2008,Oct,Thu,False,333345.0,56.130208333333336,47.203125
275,2008-10-03,2008,Oct,Fri,False,325118.0,51.296875,40.588541666666664
276,2008-10-04,2008,Oct,Sat,False,296708.0,50.59375,38.098958333333336
277,2008-10-05,2008,Oct,Sun,False,296134.0,48.796875,42.552083333333336
278,2008-10-06,2008,Oct,Mon,False,330493.0,48.859375,36.817708333333336
279,2008-10-07,2008,Oct,Tue,False,333503.0,49.557291666666664,31.744791666666668
280,2008-10-08,2008,Oct,Wed,False,332797.0,52.786458333333336,36.875
281,2008-10-09,2008,Oct,Thu,False,338155.0,62.515625,52.53125
282,2008-10-10,2008,Oct,Fri,False,326510.0,59.703125,42.125
283,2008-10-11,2008,Oct,Sat,False,292921.0,55.494791666666664,41.947916666666664
284,2008-10-12,2008,Oct,Sun,False,285470.0,54.796875,42.255208333333336
285,2008-10-13,2008,Oct,Mon,True,315978.0,56.770833333333336,47.265625
286,2008-10-14,2008,Oct,Tue,False,328260.0,57.34375,49.916666666666664
287,2008-10-15,2008,Oct,Wed,False,328688.0,56.322916666666664,47.088541666666664
288,2008-10-16,2008,Oct,Thu,False,335076.0,57.78125,52.640625
289,2008-10-17,2008,Oct,Fri,False,320327.0,50.270833333333336,36.328125
290,2008-10-18,2008,Oct,Sat,False,298585.0,43.25,29.541666666666668
291,2008-10-19,2008,Oct,Sun,False,299898.0,41.010416666666664,27.979166666666668
292,2008-10-20,2008,Oct,Mon,False,336874.0,43.692708333333336,25.526041666666668
293,2008-10-21,2008,Oct,Tue,False,337422.0,47.390625,36.005208333333336
294,2008-10-22,2008,Oct,Wed,False,343322.0,42.354166666666664,35.114583333333336
295,2008-10-23,2008,Oct,Thu,False,342717.0,39.072916666666664,25.0
296,2008-10-24,2008,Oct,Fri,False,338146.0,42.671875,26.03125
297,2008-10-25,2008,Oct,Sat,False,306490.0,52.3125,45.010416666666664
298,2008-10-26,2008,Oct,Sun,False,292442.0,56.697916666666664,46.510416666666664
299,2008-10-27,2008,Oct,Mon,False,329290.0,50.927083333333336,42.53125
300,2008-10-28,2008,Oct,Tue,False,338306.0,46.421875,42.229166666666664
301,2008-10-29,2008,Oct,Wed,False,346614.0,38.604166666666664,26.197916666666668
302,2008-10-30,2008,Oct,Thu,False,346215.0,36.244791666666664,22.802083333333332
303,2008-10-31,2008,Oct,Fri,False,339025.0,42.984375,26.666666666666668
304,2008-11-01,2008,Nov,Sat,False,301554.0,46.453125,32.541666666666664
305,2008-11-02,2008,Nov,Sun,False,301073.0,35.30434782608695,18.875
306,2008-11-03,2008,Nov,Mon,False,349520.0,40.03125,31.9375
307,2008-11-04,2008,Nov,Tue,False,337075.0,49.786458333333336,43.479166666666664
308,2008-11-05,2008,Nov,Wed,False,333582.0,55.395833333333336,48.895833333333336
309,2008-11-06,2008,Nov,Thu,False,336647.0,55.942708333333336,52.869791666666664
310,2008-11-07,2008,Nov,Fri,False,329306.0,56.833333333333336,54.192708333333336
311,2008-11-08,2008,Nov,Sat,False,302184.0,56.692708333333336,54.3125
312,2008-11-09,2008,Nov,Sun,False,291681.0,51.291666666666664,40.114583333333336
313,2008-11-10,2008,Nov,Mon,False,333206.0,43.567708333333336,30.307291666666668
314,2008-11-11,2008,Nov,Tue,True,340671.0,39.583333333333336,25.614583333333332
315,2008-11-12,2008,Nov,Wed,False,345715.0,37.796875,25.052083333333332
316,2008-11-13,2008,Nov,Thu,False,350736.0,40.25,33.765625
317,2008-11-14,2008,Nov,Fri,False,334125.0,51.765625,49.755208333333336
318,2008-11-15,2008,Nov,Sat,False,309762.0,58.927083333333336,56.765625
319,2008-11-16,2008,Nov,Sun,False,300268.0,50.036458333333336,38.380208333333336
320,2008-11-17,2008,Nov,Mon,False,345675.0,38.578125,22.947916666666668
321,2008-11-18,2008,Nov,Tue,False,360385.0,31.140625,17.208333333333332
322,2008-11-19,2008,Nov,Wed,False,375667.0,25.640625,8.276041666666666
323,2008-11-20,2008,Nov,Thu,False,378599.0,25.65625,9.411458333333334
324,2008-11-21,2008,Nov,Fri,False,374726.0,25.46875,9.255208333333334
325,2008-11-22,2008,Nov,Sat,False,363016.0,22.359375,6.140625
326,2008-11-23,2008,Nov,Sun,False,355353.0,24.526041666666668,6.427083333333333
327,2008-11-24,2008,Nov,Mon,False,371220.0,32.177083333333336,19.380208333333332
328,2008-11-25,2008,Nov,Tue,False,358415.0,44.213541666666664,41.28125
329,2008-11-26,2008,Nov,Wed,False,354226.0,36.020833333333336,29.411458333333332
330,2008-11-27,2008,Nov,Thu,True,312569.0,35.875,26.130208333333332
331,2008-11-28,2008,Nov,Fri,False,328631.0,36.25,28.041666666666668
332,2008-11-29,2008,Nov,Sat,False,323254.0,34.828125,23.364583333333332
333,2008-11-30,2008,Nov,Sun,False,338560.0,31.380208333333332,26.270833333333332
334,2008-12-01,2008,Dec,Mon,False,349560.0,43.614583333333336,37.791666666666664
335,2008-12-02,2008,Dec,Tue,False,353606.0,39.71875,25.5
336,2008-12-03,2008,Dec,Wed,False,362351.0,33.994791666666664,22.453125
337,2008-12-04,2008,Dec,Thu,False,359505.0,40.71875,29.5
338,2008-12-05,2008,Dec,Fri,False,360705.0,32.630208333333336,16.354166666666668
339,2008-12-06,2008,Dec,Sat,False,350390.0,28.1875,15.807291666666666
340,2008-12-07,2008,Dec,Sun,False,351195.0,29.171875,21.161458333333332
341,2008-12-08,2008,Dec,Mon,False,407036.0,14.46875,-4.942708333333333
